Name,Category,Bio,Aliases,Flights,Documents,Connections,In Black Book,Nationality
Leah Kleman,associate,Epstein's art dealer,,0,20,0,No,
Leah S. Saffian,associate,Defense Attorney,Saffian; Leah Saffian,0,19,0,No,
Lee Plourde,associate,BOP official being questioned by a journalist.,Plourde Lee,0,152,0,No,
Lenny Kravitz,celebrity,"Four-time consecutive Grammy winner; musician; name appeared in Epstein files, initially redacted by DOJ.",Leonard Albert Kravitz,0,22,0,Yes,American
Leo Sims,associate,Rancher,,0,228,0,No,
Leon Botstein,academic,Bard College president; Epstein flew 'girls' to campus by helicopter in 2013.,,0,3520,0,No,American
Leonard A. Lauder,associate,Chairman and donor,Lauder; Leonard Lauder,0,56,0,No,
Leonard Leo,legal,Federalist Society leader; on DOJ 305 list; no reported direct Epstein connection.,Leo,0,7,0,No,American
Leonardo DiCaprio,celebrity,Oscar-winning actor. Name-dropped by Epstein in phone calls and a 2009 email to Peter Mandelson. Johanna Sjoberg confirmed in deposition she never met him. No flight log or black book entry. No wrongdoing alleged.,Leonardo Wilhelm DiCaprio,0,90,0,No,American
Leonic Leonov,other,Named on FBI co-conspirator list; unredacted by Congress (Feb 2026); identity unknown.,,0,0,0,No,
Leopold von Bismarck,other,Count,Bismarck; Leopold Bismarck,0,0,0,No,
Leslie (NY Office),associate,Caller who left a message for Sarah.,Office); Leslie Office); Les (NY Office),0,94,0,No,
Liam O'Sullivan,business,Deutsche Bank Relationship Manager; managed Epstein entities including Neptune LLC and Butterfly Trust (2017-2019),Liam Osullivan; Liam O'Sullivan,0,343,0,No,
Lieut B.F. Cong,associate,Prison lieutenant inspecting units.,Lieut Cong,0,40,0,No,
"Lilly Ann Sanchez, Esq.",associate,Defense attorney for Epstein entities; Florida counsel in 2007 investigations.,"Lilly Esq.; Lilly Ann Sanchez,; Lilly Ann Sansbeez; Sansbeez; Lilly Sansbeez",0,1170,0,No,
Linda Evangelista,celebrity,"Supermodel, one of the ""Big Six"" of the 1990s, over 700 magazine covers; listed in Epstein's black book.",,0,16,0,Yes,Canadian
Linda Purl,celebrity,"American actress (Happy Days, Matlock, The Office) and jazz vocalist. Listed in Epstein's black book. No wrongdoing alleged.",,0,90,0,Yes,American
Linda Stone,business,Former Microsoft VP and Apple executive who introduced Jeffrey Epstein to Joi Ito at a TED conference in 2013.,,0,133,0,No,American
Lindsey Graham,politician,South Carolina Senator; on DOJ 305 list; involved in Judiciary Committee oversight.,Graham,0,215,0,No,American
Lisa Joyce,staff,Apollo Management executive assistant who coordinated Josh Harris's meetings with Epstein.,,0,210,0,No,American
Lisa Monaco,legal,Former Deputy AG; involved in DOJ handling of Maxwell prosecution; on DOJ 305 list.,Monaco,0,114,0,No,American
Lloyd Blankfein,business,Former Goldman Sachs CEO listed in Epstein's black book.,,0,119,0,Yes,American
Local TV show host,associate,A person the author met at the bike rally.,Local host,0,394,0,No,
Lord Campbell-Gray,socialite,British aristocrat listed in Epstein's black book.,Lord Campbell; Lord Gray,0,0,0,Yes,British
Loretta Lynch,legal,Former AG; led DOJ during period of Epstein case scrutiny; on DOJ 305 list.,Lynch,0,283,0,No,American
Loretta Preska,legal,Judge who ordered unsealing of Epstein-related documents.,,0,76,0,No,American
Louella Rabuyo,associate,Housekeeper at Epstein's Palm Beach residence. Deposed 2009. Key eyewitness to conditions in the house.,,0,175,0,No,
Louis Freeh,legal,Former FBI Director; flew with Epstein 19 times; hired by Dershowitz to investigate abuse allegations.,Louis Joseph Freeh,0,65,0,No,American
Louisa Chan,other,Christie's Paris contact referenced in Epstein art transaction documents.,,0,0,0,No,
Lt. [redacted],associate,Officer who took photographs of the incident scene.,,0,23,0,No,
Luciano Jojo Fontanilla,associate,"Epstein household staff member whose name appears across payroll records, internal memos, and background investigation files. A December 2016 email from Fontanilla confirms a personal grooming appointment on behalf of Epstein. Payment records and flight manifests document his employment at Epstein residences, and he appears in household associate listings in law enforcement databases.",Fontanilla; Luciano Fontanilla,0,1786,0,No,
Lyle Casriel,business,"UBS Financial Services advisor who managed Ghislaine Maxwell personal and IRA accounts, the Terramar Project, and the Max Foundation from 2014 to 2020.",,0,109,0,No,
Lyndon Lea,business,"Lion Capital co-founder; Epstein connected him with Brunel and young women 2010-2014; Epstein email ""toys are also available"".",,0,451,0,No,British
M. Colon,associate,Visitor,,0,438,0,No,
M. D. Carvajal,associate,"Assistant Director, CPD.",Carvajal; M. Carvajal,0,4,0,No,
M. Schanz,associate,Caller who left a message for Epstein.,,0,2,0,No,
MARTHA VAZQUEZ,associate,United States District Judge.,,0,3,0,No,
MORNING WATCH LIEUTENANT CAPTAIN,associate,Reviewing officer,CAPTAIN; MORNING CAPTAIN,0,220,0,No,
MORNING WATCH OPERATIONS LIEUTENANT,associate,"Supervisory officer on duty during the night of August 9-10, 2019.",LIEUTENANT; MORNING LIEUTENANT,0,615,0,No,
MR. GAIR,associate,Attorney/Prosecutor,,0,64,0,No,
MR. SHIECHTMAN,associate,attorney,,0,53,0,No,
MS. BRUNE,associate,witness being deposed.,,0,662,0,No,
MS. McCARTHY,associate,"Attorney identified in Epstein-related court proceedings, listed as attorney for defendant Field in the Maxwell case and as a senior attorney in Florida licensing documents.",,0,822,0,No,
MS. PENZA,associate,Defense Counsel,,0,11,0,No,
Magistrate Judge Briones,associate,Issued the initial order of detention.,Briones; Magistrate Briones,0,2,0,No,
Marc Allan Fernich,associate,Defense attorney for Jeffrey Epstein.,Fernich; Marc Fernich,0,35,0,No,
Marc Hauser,academic,Former Harvard psychologist (resigned over data fraud); recruited academics for Epstein.,,0,436,0,No,American
Marc Leon,business,Marrakesh realtor who received $27.7 million in wire transfers from Epstein's Southern Trust in the days before Epstein's July 2019 arrest.,,0,202,0,No,French-Moroccan
Marc Newsam,associate,Designer who had lunch with Epstein; discussed planes and boats.,,0,0,0,No,
Marc Rich,business,Commodities trader pardoned by Bill Clinton in 2001; Epstein attempted to purchase his Swiss villa and shared offshore legal counsel through Appleby.,Marc Rich; Marcell David Reich,0,94,0,No,American/Israeli
Marc Rowan,business,Apollo CEO who exchanged emails and financial documents with Epstein.,,0,613,0,No,American
Marc Sherman,legal,Mar-a-Lago Trio member and lawyer; named in Epstein documents.,,0,172,0,No,American
Marcel Amon Tanoh,politician,Ivorian politician; correspondence about Gates Foundation funding; EFTA01839304.,Tanoh; Marcel Tanoh,0,14,0,No,Ivorian
Marco Rubio,politician,Secretary of State; on DOJ 305 list; no reported direct Epstein connection.,Rubio,0,154,0,No,American
Marcus Forss,associate,Son of Barbro Ehnbom; actively sent women's contact details and photos to Epstein.,,0,0,0,No,
Maria Bartiromo,other,Financial journalist listed in Epstein's black book.,,0,54,0,Yes,American
Maria Prusakova,associate,Russian snowboarder identified as a recruiter in the Epstein files.,,0,12,0,No,Russian
Mariana Braylovskiy,associate,Notary Public,,0,2,0,No,
Mariann Meier Wang,legal,Civil rights attorney at Cuti Hecker Wang LLP who represented Epstein victims in federal proceedings alongside Gloria Allred.,Mariann Wang,0,536,0,No,
Marie Villafana,legal,Lead federal prosecutor in original Epstein plea deal.,A. Marie Villafana,0,337,0,No,American
Marie-Joseph Experton,legal,"Paris notaire who served as Epstein's legal representative in France, handling the HSBC France account closure.",Marie-Joseph Experto,0,287,0,Yes,French
Marisa Frank,associate,"Marisa Frank was an employee of the Peggy Siegal Company who handled business-related matters and corresponded with Epstein's team about event invitations, film screenings, and charitable donations between at least 2011 and 2013.",,0,754,0,No,
Maritza Vasquez,associate,Bookkeeper for Jean-Luc Brunel's MC2 modeling agency; gave sworn deposition in Jane Doe v. Epstein (2010),,0,31,0,No,
Marius Fortelni,other,Austrian businessman whose identity was used for a forged passport found in Epstein's possession during the 2019 FBI raid.,Marius Robert Fortelni,0,64,0,No,Austrian
Marjorie Taylor Greene,politician,Former Rep.; led bipartisan push for Epstein file release; on DOJ 305 list via advocacy coverage.,MTG; Taylor Greene; Greene; Marjorie Greene,0,95,0,No,American
Mark Bostick,associate,Construction executive listed in Epstein's black book.,,0,7,0,Yes,American
Mark Cohen,associate,Co-counsel for Ghislaine Maxwell at Cohen and Gresser LLP.,,0,921,0,No,
Mark DeMarco,associate,Attorney for the defendant.,,0,20,0,No,
Mark Filip,associate,Deputy Attorney General during the relevant period.,,0,95,0,No,
Mark Fisher,other,"American architect and set designer based in New York, known for designing concert stages and large-scale entertainment environments for artists including the Rolling Stones, Pink Floyd, and U2. Listed in Jeffrey Epstein's contact black book. Fisher was a prominent figure in the entertainment design world and moved in social circles that overlapped with Epstein associates in New York. He passed away in 2013. His firm, Stufish Entertainment Architects, continued his legacy in large-scale production design.",,0,427,0,Yes,British
Mark Getty,business,Co-founder of Getty Images listed in Epstein's black book.,Sir Mark Getty,0,94,0,Yes,British-American
Mark Higgins,legal,Solicitor referenced in Epstein legal documents.,,0,8,0,No,
Mark Kaminski,other,Staten Island luxury car dealer who dated model Ruslana Korshunova before her 2008 death.,Mark Kaminzki,0,32,0,No,
Mark Landon,academic,"OSU gynecology chair; received $75K/year from Epstein (2001-2005), billed to Wexner accounts; under OSU investigation.",Mark B. Landon,0,95,0,No,
Mark Meadows,politician,Former White House Chief of Staff; on DOJ 305 list; mentioned in news clippings.,Meadows,0,73,0,No,American
Mark Stewart Cohen,legal,Attorney connected to Epstein legal proceedings,Mark Cohen,0,192,0,No,American
Mark Tollison,legal,"Appears in 41 case documents, likely attorney in legal proceedings",Mark Tolliso; Mark Toll,0,664,0,No,American
Mark Whyman,business,Financial professional cc'd on LSJE LLC valuations alongside Richard Kahn and Gedeon Pinedo.,,0,503,0,No,
Mark Zuckerberg,business,"Meta CEO; attended 2015 Palo Alto dinner with Epstein organized by Reid Hoffman; Epstein described it as ""wild""; no further contact per Meta.",Mark Elliot Zuckerberg,0,363,0,No,American
Marko Ahtisaari,academic,"Former Nokia SVP/Head of Design, MIT Media Lab fellow. Son of Finnish President Martti Ahtisaari. Joi Ito introduced him to Epstein in 2013, discussing having him help run the Media Lab.",,0,13,0,No,Finnish
Martha Stewart,celebrity,Media mogul; invited to Epstein-Woody Allen dinner 2013; calendar entry in St. Croix Dec 26 2013; Bear Stearns short position in her company; same attorney Lefcourt.,,0,380,0,No,American
Marti Licom-Vitale,associate,Recipient,Marti Licom; Marti Vitale,0,21,0,No,
Martin O'Malley,other,Medical doctor in New York referenced in Epstein files.,Martin J O'Malley,0,0,0,No,
Martin Zeman,business,"Deutsche Bank Director; managed Southern Financial LLC onboarding, KYC compliance, and trading.",,0,1495,0,No,
Marty Seligman,academic,Penn psychologist; positive psychology pioneer; Epstein called him 'core participant',Martin Seligman; Martin E.P. Seligman,0,85,0,No,American
Marvin Flax,other,OBM International BVI managing director who visited Epstein island (April 2018),,0,86,0,No,
Mary Small,other,Named in a 2023 FBI memorandum as a gymnastics coach from Northern Virginia who allegedly recruited a trafficking victim and introduced her to Ghislaine Maxwell and Jeffrey Epstein around 2001 to 2002. Partner of Edward Charles Small.,,0,1928,0,No,
Maryon Davies Lewis,associate,Donor/Contributor,Lewis; Maryon Lewis,0,4,0,No,
Masha Bucher Drokova,business,Russian investor and venture capitalist.,Drokova,0,3,0,No,
Masha Drokova,business,"Founder of Day One Ventures ($450M AUM); served as Epstein publicist in 2017; 1,600+ file mentions.",Maria Drokova; Masha Bucher,0,1628,0,No,Russian-American
Matt Groening,celebrity,"Creator of The Simpsons; named in Giuffre deposition regarding an Epstein flight (Carmel to LA, c. 2001)",Matthew Abram Groening; Matthew Groening,0,20,0,No,American
Matthew Mellon,business,Mellon and Drexel banking heir; $1B XRP fortune; named in 2026 blackmail email to Epstein; died 2018.,Matt Mellon,0,826,0,No,
Matthew O'Connor,other,Referenced in Epstein files in guest lists and contact records.,Matthew OConnor,0,145,0,No,
Maurine Dickey,associate,"Donor, Owner",,0,13,0,No,
Mazher Mahmood,other,British journalist 'The Fake Sheikh'; convicted; mentioned in EFTA files.,The Fake Sheikh,0,3,0,No,British
MeG-a-LyNn (Megan),associate,Profile owner or primary user of the Myspace account.,,0,6,0,No,
Megane Lemiel,celebrity,French actress/model; black book listing; Dec 2009 email referencing a high-profile married man; documents link her to introducing women to Epstein's network; grooming complaint referenced; no charges.,,0,47,0,No,French
Meghan Markle,royalty,Duchess of Sussex; in files via media article about Harry's prank call re: Prince Andrew.,Duchess of Sussex; Meghan,0,5,0,No,American
Mehmet Beskardes,legal,Turkish lawyer; represented Epstein in international legal matters.,,0,46,0,No,American
Mel Slater,academic,Computer scientist and virtual reality researcher at UCL and University of Barcelona.,,0,40,0,No,British
Melania Trump,politician,"First Lady; October 2002 email to Ghislaine Maxwell in DOJ files shows prior social acquaintance; Epstein assistant claimed Epstein introduced her to Trump, disputed by White House.",,0,292,0,No,
Melanie Spinella,staff,Executive assistant to Leon D. Black at Apollo Management. Primary administrative liaison between Black and Jeffrey E...,,0,674,0,No,American
Melinda French Gates,business,Gates Foundation co-founder; Bill Gates's meetings with Epstein became public controversy,Melinda Gates,0,518,0,No,American
Melissa Dalton,associate,"JPMorgan Private Bank representative assigned to accounts held by Jeffrey Epstein and Ghislaine Maxwell, listed alongside Francisco Villacis on banking statements entered as government exhibits.",,0,334,0,No,
Melissa Desori,associate,Associate attorney on the Parse matter.,,0,3,0,No,
